Price;Host ID;Host Response Rate;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Smart Location;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count
212.0;54310958;99.0;207.0;la Vila de Gràcia;Gràcia;Barcelona, Spain;Apartment;Entire home/apt;6;2.0;2.0;3.0;Real Bed;1;0;2;1125;0;0;0;0;1;10.0;8.0;8.0;8.0;strict;92.0
79.0;98146353;100.0;5.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;10;1;1125;16;31;54;142;0;;;;;moderate;5.0
95.0;7281052;100.0;1.0;Palacio;Centro;Madrid, Spain;House;Entire home/apt;7;1.0;2.0;3.0;Real Bed;2;25;2;1125;18;46;67;92;0;;;;;strict;1.0
85.0;10282516;100.0;3.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;2;15;1;60;2;7;16;285;40;10.0;10.0;10.0;10.0;strict;1.0
25.0;15258781;100.0;114.0;Justicia;Centro;Madrid, Spain;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;1;0;10;1125;0;0;6;281;0;;;;;strict;97.0
16.0;45279594;90.0;2.0;Almendrales;Usera;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;2;1125;9;39;69;70;23;9.0;9.0;9.0;9.0;moderate;2.0
10.0;77354494;91.0;11.0;Vista Alegre;Carabanchel;Madrid, Spain;Apartment;Shared room;1;1.0;1.0;8.0;Real Bed;1;0;3;1125;13;43;67;163;1;10.0;8.0;8.0;10.0;flexible;11.0
29.0;85423259;100.0;3.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;2;1125;0;0;0;219;0;;;;;flexible;3.0
130.0;96925856;100.0;2.0;el Barri Gòtic;Ciutat Vella;Barcelona, Spain;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;31;1125;10;23;53;328;2;10.0;10.0;10.0;10.0;strict;2.0
65.0;5795235;100.0;5.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;3;90;7;35;56;305;7;10.0;9.0;10.0;9.0;strict;5.0
125.0;55777377;100.0;15.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;2;5;1;1125;15;41;67;333;4;10.0;10.0;9.0;9.0;flexible;15.0
29.0;38603361;91.0;1.0;Embajadores;Centro;Madrid, Spain;Other;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;6;15;22;71;24;9.0;10.0;10.0;10.0;moderate;1.0
75.0;39362213;71.0;13.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Pull-out Sofa;1;0;1;10;14;39;66;341;2;10.0;10.0;10.0;10.0;strict;7.0
25.0;79713939;95.0;3.0;Delicias;Arganzuela;Madrid, Spain;House;Private room;2;2.0;1.0;1.0;Real Bed;1;0;2;30;16;46;76;351;21;9.0;10.0;9.0;9.0;strict;3.0
28.0;32516014;;1.0;el Poble Sec;Sants-Montjuïc;Barcelona, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;5;3;1125;0;0;0;0;4;9.0;9.0;9.0;9.0;flexible;1.0
59.0;102577198;100.0;1.0;Cuatro Caminos;Tetuán;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;2;12;1;1125;0;4;22;284;29;10.0;10.0;10.0;10.0;strict;1.0
45.0;109772930;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;7;2;1125;6;27;47;137;12;10.0;10.0;10.0;10.0;strict;1.0
65.0;77213873;100.0;2.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;1;0;2;1125;2;2;2;2;0;;;;;flexible;2.0
80.0;40134029;;1.0;Imperial;Arganzuela;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;31;29;59;89;89;31;9.0;8.0;9.0;9.0;strict;1.0
78.0;5918969;67.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;28;1;1125;1;6;36;311;2;10.0;10.0;10.0;8.0;moderate;1.0
39.0;14743560;100.0;1.0;Buenavista;Carabanchel;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;12;2;30;3;5;19;75;20;10.0;10.0;9.0;10.0;moderate;1.0
90.0;4710774;100.0;4.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;40;3;1125;13;39;69;69;147;10.0;10.0;10.0;9.0;strict;4.0
20.0;103793981;100.0;1.0;Puerta del Angel;Latina;Madrid, Spain;House;Private room;3;1.0;2.0;2.0;Real Bed;1;20;2;1125;29;54;84;359;1;8.0;10.0;10.0;10.0;flexible;1.0
59.0;116737261;96.0;5.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;1;10;3;1125;5;10;37;38;0;;;;;strict;1.0
100.0;38736915;100.0;2.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;1;0;4;1125;17;17;18;18;0;;;;;flexible;2.0
25.0;107665197;100.0;1.0;Almendrales;Usera;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;2;29;59;89;364;2;10.0;10.0;9.0;8.0;flexible;1.0
45.0;2950991;90.0;3.0;Temple;;Paris, France;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;15;1;17;28;43;51;71;40;9.0;8.0;10.0;9.0;moderate;2.0
149.0;1094388;100.0;2.0;Bernal Heights;;San Francisco, CA;Condominium;Entire home/apt;3;1.0;1.0;1.0;Real Bed;2;75;4;14;18;18;48;79;57;10.0;10.0;9.0;9.0;strict;1.0
60.0;9233202;;1.0;la Vila de Gràcia;Gràcia;Barcelona, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;0;0;0;0;6;10.0;9.0;10.0;9.0;moderate;1.0
35.0;27256558;100.0;2.0;el Parc i la Llacuna del Poblenou;Sant Martí;Barcelona, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;2;15;29;59;89;364;2;10.0;10.0;10.0;10.0;flexible;2.0
85.0;63345598;90.0;2.0;Rios Rosas;Chamberí;Madrid, Spain;House;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;10;2;1125;3;16;28;50;14;10.0;10.0;10.0;10.0;strict;2.0
215.0;9063235;100.0;25.0;Merton;;London, United Kingdom;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;1;0;3;1125;26;26;26;26;2;9.0;10.0;9.0;8.0;strict;7.0
50.0;53400845;100.0;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;2;15;2;1125;4;18;25;226;97;9.0;10.0;10.0;10.0;strict;1.0
84.0;36767873;100.0;3.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;4;10;3;40;7;18;29;50;49;10.0;10.0;10.0;10.0;moderate;3.0
120.0;9077692;;1.0;Recoletos;Salamanca;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;1;0;7;12;14;44;74;74;0;;;;;strict;1.0
45.0;36818777;100.0;1.0;San Diego;Puente de Vallecas;Madrid, Spain;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;0;2;1125;8;16;38;63;20;10.0;10.0;9.0;10.0;strict;1.0
70.0;4190343;100.0;23.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;3;10;2;1125;4;12;29;296;100;9.0;9.0;10.0;9.0;strict;23.0
60.0;42748420;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;12;2;1125;6;17;40;315;48;10.0;10.0;10.0;10.0;moderate;1.0
27.0;50183470;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;5;19;41;303;67;9.0;9.0;10.0;9.0;moderate;1.0
50.0;24446034;100.0;2.0;Delicias;Arganzuela;Madrid, Spain;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;1;0;2;1125;0;0;3;257;0;;;;;flexible;2.0
51.0;101614517;100.0;1.0;La Paz;Fuencarral - El Pardo;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;0;1;7;7;37;67;342;0;;;;;flexible;1.0
40.0;16912396;;2.0;Justicia;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;29;59;89;364;3;10.0;9.0;10.0;9.0;strict;2.0
93.0;54310958;99.0;207.0;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;Barcelona, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;0;2;1125;0;0;0;37;2;9.0;9.0;10.0;8.0;strict;92.0
110.0;21514948;75.0;164.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;7;2.0;3.0;4.0;Real Bed;2;10;2;1125;15;31;52;323;9;10.0;10.0;10.0;10.0;strict;145.0
40.0;8113582;;1.0;Pacífico;Retiro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;2;15;1;1125;0;0;0;0;0;;;;;strict;1.0
42.0;6840576;98.0;9.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;1;1125;4;30;60;60;96;9.0;9.0;10.0;9.0;strict;9.0
17.0;53570106;100.0;1.0;Vista Alegre;Carabanchel;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;10;1;1125;16;46;76;351;1;10.0;10.0;10.0;8.0;moderate;1.0
33.0;27797269;100.0;1.0;Atocha;Arganzuela;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;2;0;1;1125;13;22;52;53;9;10.0;10.0;10.0;10.0;moderate;1.0
310.0;32046323;100.0;68.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;1;0;30;1125;0;0;5;280;1;6.0;10.0;10.0;2.0;strict;39.0
70.0;21535043;100.0;4.0;Sol;Centro;Madrid, Spain;Condominium;Entire home/apt;4;1.0;2.0;3.0;Real Bed;2;10;1;1125;5;10;23;275;84;9.0;8.0;10.0;9.0;flexible;2.0
52.0;2194355;100.0;4.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;4;15;4;6;33;33;29;10.0;9.0;9.0;10.0;flexible;4.0
30.0;56157458;100.0;1.0;Almenara;Tetuán;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;1;0;1;1125;0;12;28;28;3;10.0;9.0;10.0;10.0;moderate;1.0
50.0;18921669;70.0;1.0;Cortes;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;0;1;1125;23;53;83;358;6;9.0;8.0;10.0;10.0;moderate;1.0
75.0;122624585;100.0;1.0;Almagro;Chamberí;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;20;1;30;15;45;71;161;1;10.0;10.0;10.0;10.0;strict;1.0
19.0;103418141;100.0;1.0;Valverde;Fuencarral - El Pardo;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;2;5;2;1125;0;0;0;216;7;10.0;10.0;9.0;9.0;flexible;1.0
80.0;113568823;100.0;1.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;5.0;Real Bed;4;20;1;1125;2;6;10;178;2;10.0;10.0;10.0;10.0;flexible;1.0
49.0;1422050;100.0;9.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;10;23;40;313;128;9.0;9.0;10.0;9.0;moderate;9.0
42.0;42364838;100.0;2.0;San Juan Bautista;Ciudad Lineal;Madrid, Spain;Condominium;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;26;56;65;125;2;10.0;8.0;10.0;9.0;moderate;2.0
92.0;1643928;98.0;21.0;Landstra§e;;Wien, Austria;Apartment;Entire home/apt;6;2.0;4.0;6.0;Real Bed;2;9;1;1125;8;17;30;176;115;9.0;9.0;9.0;9.0;flexible;21.0
45.0;2539397;47.0;3.0;Tollcross;;Edinburgh, United Kingdom;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;1;5;1;30;16;16;16;16;8;10.0;10.0;10.0;10.0;flexible;2.0
85.0;44699017;100.0;14.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Entire home/apt;9;1.5;3.0;9.0;Real Bed;3;20;1;1125;25;54;84;359;4;9.0;9.0;9.0;9.0;strict;14.0
15.0;116208238;94.0;3.0;Canillas;Hortaleza;Motilla del Palancar, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;10;1;1125;8;8;8;126;4;9.0;9.0;10.0;8.0;flexible;3.0
49.0;6259672;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;10;1;8;15;39;66;119;133;9.0;10.0;9.0;9.0;strict;1.0
90.0;117482477;0.0;1.0;Rios Rosas;Chamberí;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;1;0;2;1125;29;59;89;364;0;;;;;flexible;1.0
50.0;26362423;100.0;5.0;Puerta del Angel;Latina;Madrid, Spain;Bed & Breakfast;Entire home/apt;11;1.0;2.0;7.0;Real Bed;2;5;1;65;2;10;19;201;187;9.0;8.0;9.0;9.0;strict;5.0
60.0;112241289;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.5;1.0;2.0;Real Bed;2;15;2;1125;10;29;55;145;6;9.0;10.0;10.0;9.0;flexible;1.0
25.0;4043145;;1.0;Chopera;Arganzuela;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;5;2;365;0;0;0;111;7;10.0;10.0;10.0;10.0;flexible;1.0
50.0;54310958;99.0;207.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;0;2;5;9;3;10.0;10.0;10.0;10.0;strict;67.0
90.0;4141570;100.0;1.0;La Paz;Fuencarral - El Pardo;Madrid, Spain;Apartment;Entire home/apt;5;2.0;3.0;3.0;Real Bed;1;0;2;5;0;2;4;8;3;10.0;10.0;9.0;10.0;flexible;1.0
722.0;119730884;;1.0;Casco Histórico de Vallecas;Villa de Vallecas;马德里, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;365;0;;;;;flexible;1.0
50.0;54310958;99.0;207.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;2;33;2;1125;0;0;0;0;4;10.0;10.0;10.0;10.0;strict;67.0
29.0;16430698;40.0;2.0;Portazgo;Puente de Vallecas;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;2.0
20.0;2508814;100.0;1.0;Ambroz;Vicálvaro;Madrid, Spain;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;1;12;4;60;0;0;0;250;0;;;;;strict;1.0
404.0;123273311;;1.0;Mirasierra;Fuencarral - El Pardo;马德里, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;29;59;89;180;0;;;;;flexible;1.0
45.0;23427728;40.0;1.0;Lista;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;0.0;1.0;Real Bed;1;0;5;11;0;0;0;97;0;;;;;flexible;1.0
42.0;58516639;;2.0;Gaztambide;Chamberí;Madrid , Spain;Apartment;Private room;6;2.0;1.0;7.0;Real Bed;1;35;1;1125;29;59;89;364;0;;;;;flexible;2.0
49.0;11448131;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;15;1;1125;2;17;36;119;109;9.0;9.0;10.0;9.0;strict;1.0
70.0;9486654;100.0;1.0;Kantstraße;Charlottenburg-Wilm.;Berlin, Germany;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;3;0;3;1125;5;35;65;340;22;10.0;10.0;10.0;10.0;moderate;1.0
70.0;927713;100.0;9.0;Ibiza;Retiro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;15;4;1125;9;33;44;319;17;10.0;10.0;10.0;10.0;strict;9.0
65.0;60584653;100.0;1.0;Ciudad Jardín;Chamartín;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;15;3;1125;9;25;44;216;24;10.0;10.0;9.0;10.0;moderate;1.0
28.0;16658154;100.0;1.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;10;2;1125;28;58;88;363;14;9.0;8.0;9.0;9.0;flexible;1.0
40.0;58936191;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;2;10;1;1125;23;53;83;353;22;9.0;9.0;10.0;9.0;flexible;1.0
19.0;3821530;100.0;1.0;Palos de Moguer;Arganzuela;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;17;38;68;343;46;10.0;10.0;10.0;10.0;moderate;1.0
90.0;141962;100.0;4.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;4;20;3;1125;6;28;47;322;29;10.0;10.0;10.0;10.0;strict;4.0
231.0;49259514;;6.0;Trafalgar;Chamberí;Madrid, Spain;House;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;15;1125;30;60;90;365;0;;;;;flexible;6.0
39.0;27526991;100.0;57.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;10;1;28;3;7;26;104;28;9.0;10.0;10.0;9.0;moderate;48.0
17.0;37145442;;1.0;Cuatro Caminos;Tetuán;Madrid, Spain;Apartment;Entire home/apt;2;2.0;2.0;2.0;Real Bed;1;0;1;1125;0;0;0;62;25;10.0;10.0;10.0;10.0;flexible;1.0
110.0;90760470;100.0;1.0;Goya;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;1;0;4;1125;6;26;29;117;9;10.0;10.0;10.0;9.0;flexible;1.0
79.0;55777377;100.0;15.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;0;1;30;26;56;86;348;2;;;;;flexible;15.0
298.0;5558099;96.0;147.0;Alcúdia;;Alcúdia, Spain;House;Entire home/apt;10;4.0;5.0;8.0;Real Bed;1;0;7;1125;17;22;22;182;0;;;;;strict;129.0
79.0;54310958;99.0;207.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;12;3;1125;9;30;60;290;0;;;;;strict;67.0
65.0;4334888;50.0;1.0;San Fernando;;San Fernando, CA;House;Private room;3;1.0;1.0;2.0;Real Bed;1;0;5;180;0;0;0;122;7;9.0;9.0;10.0;9.0;moderate;1.0
30.0;2038996;60.0;4.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;0;3;55;20;50;80;355;2;10.0;10.0;10.0;10.0;moderate;3.0
70.0;92697947;0.0;1.0;Timón;Barajas;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;27;57;87;177;0;;;;;flexible;1.0
80.0;22786706;100.0;3.0;Almagro;Chamberí;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;4;10;4;1125;0;0;1;264;59;10.0;9.0;10.0;10.0;strict;1.0
65.0;3072935;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;10;3;1125;0;0;0;220;1;10.0;10.0;10.0;10.0;strict;1.0
22.0;15258781;100.0;114.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;5;10;1125;0;0;0;273;0;;;;;strict;97.0
68.0;113347524;100.0;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;15;2;1125;15;43;67;148;4;10.0;10.0;10.0;10.0;flexible;1.0
63.0;2417075;100.0;7.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;5;1.0;3.0;4.0;Real Bed;3;10;3;1125;0;7;32;32;12;9.0;9.0;10.0;9.0;flexible;6.0
32.0;8879142;100.0;6.0;Mirasierra;Fuencarral - El Pardo;Madrid, Spain;Chalet;Private room;2;5.0;1.0;10.0;Real Bed;1;17;1;1125;30;60;90;365;4;8.0;6.0;8.0;7.0;moderate;6.0
30.0;50712233;;3.0;Universidad;Centro;Madrid, Spain;House;Private room;1;1.5;1.0;1.0;Real Bed;1;0;2;1125;0;6;36;311;2;3.0;9.0;7.0;5.0;flexible;3.0
20.0;1315486;100.0;32.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;7;1;1125;15;45;71;346;62;9.0;8.0;10.0;8.0;moderate;3.0
60.0;56195761;100.0;3.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;1125;8;25;44;311;44;10.0;10.0;10.0;10.0;strict;3.0
25.0;38319548;100.0;4.0;Goya;Salamanca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;14;38;62;153;75;10.0;10.0;10.0;10.0;flexible;1.0
40.0;81041001;100.0;1.0;Vista Alegre;Carabanchel;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;0;3;1125;0;0;10;11;2;;;;;strict;1.0
30.0;82028822;;1.0;San Fermín;Usera;Madrid, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
45.0;118370170;100.0;1.0;Almenara;Tetuán;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;1;0;2;12;0;0;0;0;0;;;;;flexible;1.0
105.0;43885079;;1.0;Ciudad Jardín;Chamartín;Madrid, Spain;Loft;Private room;4;1.0;1.0;2.0;Real Bed;1;0;7;62;29;59;89;364;0;;;;;moderate;1.0
60.0;15904655;100.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;2.0;5.0;Real Bed;2;13;5;1125;0;0;19;294;22;8.0;9.0;9.0;9.0;moderate;1.0
58.0;35186737;50.0;2.0;Bellas Vistas;Tetuán;Madrid, Spain;House;Entire home/apt;6;1.0;2.0;6.0;Real Bed;4;0;5;1125;6;10;11;199;101;9.0;9.0;8.0;8.0;strict;2.0
170.0;22321820;100.0;10.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;8;2.0;3.0;5.0;Real Bed;6;20;3;365;9;15;27;252;78;10.0;10.0;10.0;9.0;strict;10.0
99.0;38169617;100.0;4.0;Sol;Centro;Madrid, Spain;House;Entire home/apt;8;1.5;2.0;5.0;Real Bed;4;25;1;1125;6;18;36;307;16;9.0;9.0;10.0;9.0;moderate;3.0
26.0;96988653;100.0;1.0;San Pascual;Ciudad Lineal;madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;20;1;30;30;60;90;180;7;9.0;10.0;9.0;9.0;flexible;1.0
100.0;22887165;78.0;2.0;Colina;Ciudad Lineal;Madrid, Spain;House;Entire home/apt;5;2.0;2.0;3.0;Real Bed;2;15;2;1125;0;6;36;36;5;10.0;10.0;9.0;10.0;strict;2.0
40.0;37643913;;1.0;Acacias;Arganzuela;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;4;10.0;10.0;10.0;10.0;flexible;1.0
28.0;14399705;78.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;15;2;1125;26;56;86;361;3;9.0;7.0;8.0;8.0;flexible;1.0
260.0;32046323;100.0;68.0;Recoletos;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;1;0;30;1125;23;45;45;311;1;10.0;8.0;10.0;8.0;strict;39.0
65.0;2106353;;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;2;15;5;1125;1;6;14;215;7;8.0;10.0;10.0;9.0;flexible;2.0
64.0;20609984;100.0;6.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;1;10;2;1125;0;0;0;65;0;;;;;strict;5.0
60.0;2489047;89.0;1.0;Lake Balboa;;Los Angeles, CA;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;3;180;0;0;0;241;24;9.0;9.0;9.0;10.0;strict;1.0
35.0;6290529;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;1;20;2;1125;21;51;81;356;87;10.0;9.0;9.0;9.0;strict;1.0
32.0;32001608;96.0;5.0;Arapiles;Chamberí;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;0;1;1125;21;51;81;356;2;6.0;10.0;10.0;7.0;strict;3.0
35.0;9417173;70.0;1.0;Prosperidad;Chamartín;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;28;58;88;363;18;10.0;10.0;10.0;10.0;flexible;1.0
185.0;5496901;100.0;9.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;4;15;4;1125;0;0;0;0;10;10.0;9.0;10.0;9.0;strict;9.0
75.0;22722667;0.0;1.0;San Juan Bautista;Ciudad Lineal;Madrid, Spain;Apartment;Entire home/apt;4;2.0;3.0;4.0;Real Bed;1;0;7;1125;2;29;52;304;17;8.0;8.0;8.0;8.0;strict;1.0
80.0;71480663;57.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;1125;0;18;48;139;9;10.0;10.0;10.0;9.0;flexible;1.0
70.0;42199477;;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;3.0;3.0;Real Bed;2;15;3;1125;0;0;3;278;20;9.0;10.0;9.0;9.0;moderate;1.0
33.0;105935961;100.0;1.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;2;31;7;37;67;68;0;;;;;flexible;1.0
